Unnamed: 0,doc_id,Untagged,ActorsAbstractions,ActorsPeople,SignpostingMetadiscourse,OrganizationNarrative,OrganizationReasoning,SentimentNegative,SentimentPositive,SignpostingAcademicWritingMoves,ConfidenceHedged,ActorsPublicEntities,PlanningStrategy,StanceEmphatic,ConfidenceHigh,PlanningFuture,ActorsFirstPerson,CitationAuthority,StanceModerated,CitationNeutral,CitationControversy
10,ARTS_S1369848613001349,0.27765651924181506,0.3656832298136646,0.49947423764458465,0.19034482758620688,0.4889779559118236,0.21414538310412573,0.4875444839857651,0.18418907905460472,0.07836990595611285,0.1419558359621451,0.30000000000000004,0.13283208020050125,0.16161616161616163,0.18421052631578946,0.09375,0.0661764705882353,0.1388888888888889,0.19999999999999998,0.14705882352941177,0.7272727272727273
11,ARTS_S1369848613001507,0.11137277426766226,0.17430124223602483,0.07150368033648791,0.1586206896551724,0.11823647294589176,0.35952848722986247,0.28113879003558717,0.05052974735126324,0.05329153605015673,0.138801261829653,0.04666666666666667,0.07017543859649122,0.14646464646464646,0.1368421052631579,0.04464285714285714,0.15441176470588236,0.08333333333333333,0.05454545454545454,0.2647058823529412,0.15151515151515152
12,ARTS_S1369848613001696,0.2729465824238943,0.22243788819875773,0.5983175604626709,0.2496551724137931,0.6232464929859719,0.16699410609037327,0.5338078291814946,0.12713936430317846,0.09090909090909091,0.1167192429022082,0.14500000000000002,0.07017543859649122,0.3888888888888889,0.19473684210526315,0.11160714285714285,0.6102941176470588,0.3611111111111111,0.19999999999999998,0.7352941176470588,0.48484848484848486
13,ARTS_S1369848613001763,0.26984491671453187,0.28493788819875776,0.6256572029442692,0.2772413793103448,0.4428857715430861,0.19842829076620824,0.3469750889679715,0.1426242868785656,0.07523510971786834,0.18611987381703468,0.12000000000000001,0.14786967418546365,0.14646464646464646,0.17368421052631577,0.15178571428571427,0.11764705882352941,0.1388888888888889,0.4909090909090909,0.14705882352941177,0.5454545454545454
14,ARTS_S136984861400048X,0.2527857553130385,0.3062888198757764,0.5215562565720294,0.18068965517241378,0.22444889779559116,0.19842829076620824,0.1868327402135231,0.10676446617766912,0.13166144200626959,0.20504731861198736,0.30333333333333334,0.12280701754385964,0.19191919191919193,0.19473684210526315,0.11160714285714285,0.07352941176470588,0.2777777777777778,0.23636363636363636,0.5588235294117647,0.030303030303030304
15,ARTS_S1369848614000867,0.23940264215967832,0.21972049689440992,0.3901156677181914,0.19310344827586207,0.2865731462925851,0.2023575638506876,0.39679715302491103,0.14180929095354522,0.05642633228840125,0.17981072555205047,0.16,0.07769423558897243,0.2070707070707071,0.22105263157894736,0.26785714285714285,0.6029411764705882,0.20833333333333331,0.2909090909090909,0.9411764705882353,0.15151515151515152
16,ARTS_S1369848615001132,0.25353245261344054,0.2682453416149068,0.27970557308096744,0.27999999999999997,0.4509018036072144,0.2416502946954813,0.21174377224199287,0.13447432762836184,0.18181818181818182,0.2744479495268139,0.36333333333333334,0.15538847117794485,0.2070707070707071,0.25263157894736843,0.20535714285714285,0.25,0.1111111111111111,0.2727272727272727,0.1764705882352941,0.12121212121212122
17,ARTS_S1369848615001284,0.22808730614589318,0.3373447204968944,0.22607781282860145,0.22620689655172413,0.21843687374749496,0.2612966601178782,0.1583629893238434,0.20374898125509372,0.11285266457680251,0.2996845425867508,0.11666666666666667,0.09273182957393483,0.1767676767676768,0.19473684210526315,0.32589285714285715,0.21323529411764705,0.16666666666666666,0.2545454545454545,0.1764705882352941,0.24242424242424243
18,ARTS_S136984861630067X,0.2527857553130385,0.33229813664596275,0.26708727655099895,0.35172413793103446,0.1943887775551102,0.6640471512770136,0.47153024911032027,0.08964955175224124,0.13479623824451412,0.6056782334384858,0.08,0.07518796992481203,0.21717171717171718,0.35789473684210527,0.049107142857142856,0.27941176470588236,0.125,0.21818181818181817,0.6764705882352942,0.7878787878787878
19,ARTS_S1369848617301814,0.2630672027570362,0.40566770186335405,0.39852786540483703,0.21241379310344827,0.3827655310621242,0.25343811394891946,0.18505338078291814,0.10268948655256724,0.10658307210031348,0.1451104100946372,0.26,0.09523809523809523,0.18686868686868688,0.05789473684210526,0.11160714285714285,0.08088235294117647,0.18055555555555555,0.12727272727272726,0.11764705882352941,0.15151515151515152
20,BIOC_S0006349515006736,0.22820218265364733,0.25582298136645965,0.07991587802313355,0.1793103448275862,0.15831663326653306,0.19842829076620824,0.1583629893238434,0.06601466992665037,0.10344827586206895,0.18296529968454256,0.04666666666666667,0.05513784461152882,0.08080808080808081,0.05789473684210526,0.04464285714285714,0.125,0.18055555555555555,0.12727272727272726,0.058823529411764705,0.0
21,BIOC_S0012160615002109,0.2849511774842045,0.40993788819875776,0.17455310199789695,0.25241379310344825,0.3006012024048096,0.2298624754420432,0.18505338078291814,0.057864710676446614,0.20376175548589343,0.14826498422712933,0.06333333333333334,0.045112781954887216,0.17171717171717174,0.14210526315789473,0.04464285714285714,0.16911764705882354,0.4583333333333333,0.18181818181818182,0.29411764705882354,0.030303030303030304
22,BIOC_S0047637415000068,0.14847788627225733,0.22981366459627325,0.15772870662460567,0.1875862068965517,0.21042084168336672,0.16502946954813358,0.23309608540925264,0.05623471882640586,0.01567398119122257,0.29652996845425866,0.035,0.017543859649122806,0.13636363636363638,0.09473684210526316,0.03571428571428571,0.014705882352941176,0.2638888888888889,0.10909090909090909,0.058823529411764705,0.030303030303030304
23,BIOC_S0079610715000139,0.06542217116599655,0.09937888198757763,0.0683491062039958,0.031724137931034485,0.056112224448897796,0.0275049115913556,0.04092526690391459,0.014669926650366746,0.009404388714733543,0.02839116719242902,0.011666666666666667,0.012531328320802004,0.020202020202020204,0.02631578947368421,0.004464285714285714,0.014705882352941176,0.1388888888888889,0.05454545454545454,0.0,0.0
24,BIOC_S009286741930457X,0.48403216542217115,0.5236801242236024,0.3154574132492114,0.3737931034482758,0.565130260521042,0.4027504911591356,0.49644128113879005,0.13773431132844335,0.34169278996865204,0.21451104100946372,0.11166666666666668,0.09523809523809523,0.2272727272727273,0.22105263157894736,0.08035714285714285,0.20588235294117646,0.25,0.39999999999999997,0.38235294117647056,0.06060606060606061
25,BIOC_S0167488918302519,0.3254451464675474,0.44604037267080743,0.0935856992639327,0.3875862068965517,0.4428857715430861,0.343811394891945,0.4128113879003559,0.1198044009779951,0.12852664576802508,0.22712933753943215,0.05333333333333334,0.03007518796992481,0.3383838383838384,0.13157894736842105,0.11160714285714285,0.044117647058823525,0.6388888888888888,0.2545454545454545,0.23529411764705882,0.12121212121212122
26,BIOC_S0168952514000559,0.10591614014933945,0.2061335403726708,0.04942166140904311,0.13379310344827586,0.2685370741482966,0.1218074656188605,0.1085409252669039,0.038304808475957616,0.03134796238244514,0.15772870662460567,0.03166666666666667,0.05012531328320802,0.05050505050505051,0.06842105263157895,0.05803571428571428,0.058823529411764705,0.06944444444444445,0.09090909090909091,0.029411764705882353,0.0
27,BIOC_S0378111913016995,0.28891441700172316,0.46933229813664595,0.1682439537329127,0.23448275862068965,0.2885771543086172,0.2829076620825147,0.1494661921708185,0.060309698451507736,0.1786833855799373,0.305993690851735,0.04,0.05012531328320802,0.21717171717171718,0.21052631578947367,0.15178571428571427,0.22794117647058823,0.3333333333333333,0.43636363636363634,0.20588235294117646,0.12121212121212122
28,BIOC_S089865681400312X,0.1807007466973004,0.24417701863354033,0.06624605678233439,0.1779310344827586,0.1943887775551102,0.19646365422396855,0.08718861209964412,0.06438467807660962,0.18808777429467086,0.14826498422712933,0.03833333333333334,0.047619047619047616,0.12121212121212122,0.10526315789473684,0.1919642857142857,0.3235294117647059,0.29166666666666663,0.10909090909090909,0.11764705882352941,0.06060606060606061
29,BIOC_S0945053X1730094X,0.1588167719701321,0.2135093167701863,0.03680336487907466,0.11172413793103447,0.2565130260521042,0.19253438113948917,0.18505338078291814,0.07416462917685412,0.13793103448275862,0.12302839116719243,0.04833333333333334,0.03759398496240601,0.10606060606060606,0.06315789473684211,0.0625,0.11029411764705882,0.2361111111111111,0.16363636363636364,0.029411764705882353,0.030303030303030304
30,BIOC_S1097276516304166,0.18822515795519817,0.22360248447204964,0.12723449001051523,0.14620689655172414,0.20841683366733466,0.1453831041257367,0.26868327402135234,0.07742461287693561,0.037617554858934164,0.10094637223974763,0.015000000000000001,0.03759398496240601,0.15151515151515152,0.04736842105263158,0.013392857142857142,0.125,0.1388888888888889,0.09090909090909091,0.029411764705882353,0.030303030303030304
31,BIOC_S1934590915002234,0.19373923032739804,0.23486024844720496,0.08727655099894847,0.13793103448275862,0.312625250501002,0.24950884086444006,0.15302491103202845,0.05623471882640586,0.08777429467084638,0.11041009463722398,0.03333333333333333,0.03759398496240601,0.13131313131313133,0.05789473684210526,0.06696428571428571,0.07352941176470588,0.125,0.21818181818181817,0.14705882352941177,0.06060606060606061
32,BIOC_S2211124715012462,0.19184376794945435,0.24999999999999997,0.1608832807570978,0.15448275862068964,0.2284569138276553,0.1768172888015717,0.2775800711743772,0.05541972290138549,0.15987460815047022,0.19873817034700314,0.058333333333333334,0.03258145363408521,0.37373737373737376,0.12631578947368421,0.06696428571428571,0.16911764705882354,0.15277777777777776,0.19999999999999998,0.14705882352941177,0.030303030303030304
33,BIOC_S2212877815000770,0.1298678920160827,0.1886645962732919,0.03785488958990536,0.07862068965517241,0.2124248496993988,0.07662082514734773,0.12455516014234874,0.04319478402607987,0.13166144200626959,0.06624605678233439,0.04833333333333334,0.015037593984962405,0.030303030303030304,0.015789473684210527,0.040178571428571425,0.08088235294117647,0.18055555555555555,0.01818181818181818,0.0,0.030303030303030304
34,BIOC_S2212877818304861,0.188110281447444,0.2453416149068323,0.07886435331230285,0.136551724137931,0.20841683366733466,0.1355599214145383,0.12099644128113879,0.08231458842705787,0.1974921630094044,0.17981072555205047,0.085,0.09022556390977443,0.07070707070707072,0.03684210526315789,0.04464285714285714,0.11029411764705882,0.05555555555555555,0.12727272727272726,0.029411764705882353,0.0
35,BIOC_S2212877819301309,0.0983917288914417,0.15023291925465837,0.07360672975814932,0.0896551724137931,0.08216432865731461,0.12966601178781925,0.046263345195729534,0.030969845150774243,0.15047021943573669,0.025236593059936908,0.021666666666666667,0.017543859649122806,0.08080808080808081,0.031578947368421054,0.004464285714285714,0.23529411764705882,0.15277777777777776,0.10909090909090909,0.14705882352941177,0.0
36,BIOC_S2213671118300341,0.15548535324526136,0.17546583850931674,0.09463722397476342,0.10620689655172413,0.19238476953907813,0.1198428290766208,0.11387900355871886,0.06356968215158924,0.0658307210031348,0.09463722397476342,0.025,0.010025062656641603,0.05555555555555556,0.07368421052631578,0.040178571428571425,0.13970588235294118,0.18055555555555555,0.07272727272727272,0.11764705882352941,0.0
37,BIOC_S2352396414000024,0.14526134405514074,0.21467391304347824,0.1409043112513144,0.11310344827586206,0.23246492985971942,0.10609037328094302,0.1494661921708185,0.035859820700896494,0.13479623824451412,0.10094637223974763,0.060000000000000005,0.042606516290726815,0.10606060606060606,0.07368421052631578,0.049107142857142856,0.09558823529411764,0.25,0.07272727272727272,0.1764705882352941,0.0
38,BIOC_S2352396415000997,0.1678920160827111,0.1995341614906832,0.10094637223974763,0.08275862068965517,0.23046092184368736,0.14341846758349705,0.18327402135231316,0.04726976365118174,0.20376175548589343,0.05362776025236593,0.05333333333333334,0.05263157894736842,0.07575757575757576,0.031578947368421054,0.03125,0.10294117647058823,0.1388888888888889,0.12727272727272726,0.11764705882352941,0.0
39,BIOC_S2352396417302906,0.11757610568638713,0.14052795031055898,0.2534174553101998,0.0993103448275862,0.09619238476953906,0.08447937131630648,0.23665480427046262,0.035044824775876116,0.11598746081504702,0.03470031545741325,0.045000000000000005,0.02506265664160401,0.08585858585858587,0.05263157894736842,0.0,0.058823529411764705,0.1388888888888889,0.14545454545454545,0.08823529411764705,0.0
40,BUSI_S0019850116303431,0.19500287191269386,0.34860248447204967,0.5099894847528917,0.11724137931034481,0.19839679358717432,0.1630648330058939,0.1494661921708185,0.16707416462917685,0.13793103448275862,0.25236593059936907,0.07833333333333334,0.14285714285714285,0.13131313131313133,0.06842105263157895,0.05803571428571428,0.29411764705882354,0.1388888888888889,0.09090909090909091,0.38235294117647056,0.030303030303030304
41,BUSI_S0148296315003240,0.2099368179207352,0.2088509316770186,0.3774973711882229,0.21379310344827585,0.30260521042084165,0.21414538310412573,0.17971530249110318,0.11409942950285248,0.050156739811912224,0.24605678233438485,0.060000000000000005,0.05513784461152882,0.15151515151515152,0.16842105263157894,0.0625,0.16176470588235295,0.125,0.10909090909090909,0.3235294117647059,0.15151515151515152
42,BUSI_S0148296315003926,0.14296381390005744,0.28610248447204967,0.12828601472134593,0.15034482758620688,0.11422845691382764,0.3241650294695481,0.1886120996441281,0.06601466992665037,0.5266457680250783,0.15457413249211355,0.028333333333333335,0.2857142857142857,0.09595959595959597,0.18421052631578946,0.026785714285714284,0.022058823529411763,0.041666666666666664,0.2545454545454545,0.20588235294117646,0.06060606060606061
43,BUSI_S0148296316302879,0.2151062607696726,0.31288819875776397,0.53732912723449,0.15172413793103448,0.25250501002004005,0.22003929273084477,0.27580071174377224,0.18581907090464547,0.18808777429467086,0.17665615141955834,0.08666666666666667,0.06015037593984962,0.18181818181818182,0.09473684210526316,0.07589285714285714,0.19117647058823528,0.4722222222222222,0.07272727272727272,0.23529411764705882,0.12121212121212122
44,BUSI_S0148296316303058,0.23802412406662837,0.296195652173913,0.49737118822292326,0.21241379310344827,0.24849699398797592,0.3182711198428291,0.1690391459074733,0.19967400162999183,0.322884012539185,0.38170347003154576,0.29833333333333334,0.11528822055137844,0.1767676767676768,0.23684210526315788,0.19642857142857142,0.14705882352941177,0.2638888888888889,0.18181818181818182,0.23529411764705882,0.3939393939393939
45,BUSI_S0148296317303752,0.269959793222286,0.28066770186335405,0.7013669821240799,0.19999999999999998,0.1783567134268537,0.32220039292730845,0.09430604982206404,0.1784841075794621,0.225705329153605,0.34069400630914826,0.09833333333333334,0.11528822055137844,0.196969696969697,0.2789473684210526,1.0,0.11764705882352941,0.25,0.12727272727272726,0.47058823529411764,0.12121212121212122
46,BUSI_S0148296318304788,0.17059161401493395,0.2399068322981366,0.40799158780231337,0.1393103448275862,0.31462925851703405,0.3575638506876228,0.10142348754448398,0.14995925020374898,0.16614420062695925,0.18296529968454256,0.21166666666666667,0.14035087719298245,0.2070707070707071,0.12631578947368421,0.08482142857142856,0.16911764705882354,0.1388888888888889,0.14545454545454545,0.11764705882352941,0.030303030303030304
47,BUSI_S0148296318305319,0.2688684663986215,0.4406055900621118,0.4595162986330179,0.27999999999999997,0.2605210420841683,0.29273084479371314,0.09252669039145907,0.10920945395273024,0.10344827586206895,0.36908517350157727,0.07,0.21052631578947367,0.21717171717171718,0.11578947368421053,0.21875,0.1838235294117647,0.05555555555555555,0.2909090909090909,0.4117647058823529,0.09090909090909091
48,BUSI_S0148296319302024,0.2533026995979322,0.30357142857142855,0.4468980021030494,0.18206896551724136,0.40881763527054105,0.38703339882121807,0.1903914590747331,0.2298288508557457,0.25391849529780564,0.2902208201892745,0.11666666666666667,0.05764411027568922,0.297979797979798,0.22105263157894736,0.09375,0.19852941176470587,0.2777777777777778,0.2545454545454545,0.2647058823529412,0.06060606060606061
49,BUSI_S0148296319302188,0.18242389431361286,0.3093944099378882,0.3207150368033649,0.19586206896551722,0.1503006012024048,0.449901768172888,0.15658362989323843,0.2583537082314588,0.26959247648902823,0.22397476340694006,0.115,0.15288220551378445,0.11616161616161617,0.08421052631578947,0.03125,0.1764705882352941,0.3333333333333333,0.14545454545454545,0.058823529411764705,0.030303030303030304
50,BUSI_S0167811619300473,0.24732912119471567,0.42507763975155277,0.2754994742376446,0.22896551724137928,0.24048096192384766,0.4243614931237721,0.22419928825622773,0.1263243683781581,0.05642633228840125,0.24605678233438485,0.05166666666666667,0.2581453634085213,0.17171717171717174,0.30526315789473685,0.17857142857142855,0.4264705882352941,0.1388888888888889,0.2545454545454545,0.20588235294117646,0.030303030303030304
51,BUSI_S0169207014001307,0.18736358414704193,0.24805900621118007,0.10725552050473186,0.1875862068965517,0.20440881763527052,0.3575638506876228,0.18327402135231316,0.08312958435207825,0.3793103448275862,0.21766561514195581,0.045000000000000005,0.09523809523809523,0.196969696969697,0.17894736842105263,0.46875,0.2647058823529412,0.2638888888888889,0.41818181818181815,0.08823529411764705,0.030303030303030304
52,BUSI_S0263786317304064,0.2913268236645606,0.3202639751552795,0.26498422712933756,0.2179310344827586,0.9438877755511021,0.32220039292730845,0.13167259786476868,0.25183374083129584,0.21003134796238243,0.11041009463722398,0.21666666666666667,0.22807017543859648,0.18686868686868688,0.1368421052631579,0.15178571428571427,0.2426470588235294,0.1388888888888889,0.14545454545454545,0.4117647058823529,0.33333333333333337
53,BUSI_S0278431916300044,0.058529580700746694,0.07065217391304346,0.10199789695057834,0.056551724137931025,0.10420841683366733,0.1198428290766208,0.014234875444839859,0.02689486552567237,0.14733542319749215,0.044164037854889586,0.011666666666666667,0.03759398496240601,0.030303030303030304,0.031578947368421054,0.03125,0.0,0.05555555555555555,0.16363636363636364,0.08823529411764705,0.030303030303030304
54,BUSI_S0890838917300136,0.15347501435956348,0.26979813664596275,0.11461619348054679,0.22620689655172413,0.14629258517034066,0.26522593320235754,0.2064056939501779,0.08964955175224124,0.1536050156739812,0.2996845425867508,0.060000000000000005,0.06015037593984962,0.2575757575757576,0.14736842105263157,0.06696428571428571,0.029411764705882353,0.125,0.2909090909090909,0.1764705882352941,0.21212121212121213
55,BUSI_S096969891830167X,0.1681217690982194,0.16149068322981364,0.2744479495268139,0.19172413793103446,0.34068136272545085,0.18074656188605107,0.300711743772242,0.07253463732681337,0.2225705329153605,0.18296529968454256,0.03333333333333333,0.08771929824561403,0.21212121212121213,0.11052631578947368,0.04464285714285714,0.4852941176470588,0.18055555555555555,0.16363636363636364,0.4117647058823529,0.030303030303030304
56,BUSI_S2211973619300558,0.2717403790924756,0.36451863354037267,0.2555205047318612,0.19999999999999998,0.5050100200400801,0.27111984282907664,0.17971530249110318,0.26405867970660146,0.18495297805642633,0.31230283911671924,0.47000000000000003,0.14786967418546365,0.21717171717171718,0.11052631578947368,0.16964285714285712,0.3161764705882353,0.19444444444444442,0.12727272727272726,0.6176470588235294,0.0
57,BUSI_S2211973619300637,0.18931648477886273,0.20031055900621117,0.47528916929547843,0.18344827586206897,0.2605210420841683,0.2868369351669941,0.5569395017793595,0.15973920130399347,0.16927899686520376,0.15457413249211355,0.15333333333333335,0.06516290726817042,0.16161616161616163,0.1631578947368421,0.09375,0.27941176470588236,0.1111111111111111,0.2545454545454545,0.38235294117647056,0.06060606060606061
58,BUSI_S2213078019300234,0.3064905226881103,0.38858695652173914,0.33333333333333337,0.34206896551724136,0.45290581162324645,0.2612966601178782,0.2455516014234875,0.15729421352893233,0.32601880877742945,0.2334384858044164,0.09833333333333334,0.11528822055137844,0.297979797979798,0.23684210526315788,0.11607142857142856,0.3088235294117647,0.20833333333333331,0.32727272727272727,0.7058823529411764,0.06060606060606061
59,BUSI_S2352673417300835,0.0788052843193567,0.0873447204968944,0.2607781282860147,0.08551724137931034,0.1282565130260521,0.12770137524557956,0.08007117437722419,0.08149959250203749,0.08150470219435738,0.17034700315457413,0.03666666666666667,0.06015037593984962,0.045454545454545456,0.06842105263157895,0.03571428571428571,0.051470588235294115,0.1111111111111111,0.03636363636363636,0.11764705882352941,0.030303030303030304
60,CENG_S0032591014005245,0.1855255600229753,0.15062111801242234,0.07465825446898003,0.11724137931034481,0.28456913827655306,0.3005893909626719,0.1494661921708185,0.04319478402607987,0.16614420062695925,0.0694006309148265,0.028333333333333335,0.05263157894736842,0.14646464646464646,0.06842105263157895,0.0625,0.03676470588235294,0.2777777777777778,0.12727272727272726,0.0,0.0
61,CENG_S0032591017301511,0.23193566915565766,0.3059006211180124,0.11987381703470032,0.17379310344827584,0.16432865731462923,0.3104125736738703,0.2295373665480427,0.1198044009779951,0.3322884012539185,0.26498422712933756,0.03166666666666667,0.03258145363408521,0.13636363636363638,0.17368421052631577,0.21428571428571427,0.014705882352941176,0.3472222222222222,0.10909090909090909,0.1764705882352941,0.030303030303030304
62,CENG_S0032591018302523,0.11298104537622056,0.17701863354037264,0.015772870662460567,0.12413793103448276,0.08416833667334668,0.16502946954813358,0.08718861209964412,0.04482477587612062,0.10031347962382445,0.11356466876971609,0.013333333333333334,0.07017543859649122,0.11616161616161617,0.042105263157894736,0.040178571428571425,0.0,0.1388888888888889,0.09090909090909091,0.029411764705882353,0.15151515151515152
63,CENG_S0032591018304455,0.1523836875358989,0.1494565217391304,0.054679284963196635,0.09379310344827586,0.2344689378757515,0.2023575638506876,0.14590747330960852,0.03178484107579462,0.10344827586206895,0.07570977917981073,0.021666666666666667,0.08270676691729323,0.11111111111111112,0.06842105263157895,0.017857142857142856,0.0,0.027777777777777776,0.09090909090909091,0.08823529411764705,0.0
64,CENG_S0032591018305278,0.14744399770246985,0.13781055900621117,0.054679284963196635,0.08551724137931034,0.14228456913827653,0.15717092337917485,0.10142348754448398,0.02363488182559087,0.16300940438871472,0.07255520504731862,0.023333333333333334,0.06766917293233082,0.11111111111111112,0.042105263157894736,0.02232142857142857,0.058823529411764705,0.15277777777777776,0.09090909090909091,0.058823529411764705,0.030303030303030304
65,CENG_S0032591019306059,0.1932222860425043,0.27562111801242234,0.10725552050473186,0.12827586206896552,0.21843687374749496,0.1728880157170923,0.10676156583629892,0.07253463732681337,0.23510971786833856,0.08517350157728706,0.043333333333333335,0.16791979949874686,0.12121212121212122,0.02631578947368421,0.14732142857142858,0.029411764705882353,0.06944444444444445,0.2909090909090909,0.058823529411764705,0.030303030303030304
66,CENG_S0032591019310253,0.1347501435956347,0.13975155279503104,0.08832807570977919,0.05931034482758621,0.10821643286573145,0.13752455795677798,0.16548042704626334,0.032599837000814993,0.14106583072100315,0.08517350157728706,0.030000000000000002,0.045112781954887216,0.08585858585858587,0.05263157894736842,0.004464285714285714,0.014705882352941176,0.09722222222222221,0.12727272727272726,0.23529411764705882,0.0
67,CENG_S0032591019311283,0.18724870763928778,0.15178571428571427,0.033648790746582544,0.11586206896551723,0.18036072144288576,0.1768172888015717,0.08540925266903913,0.029339853300733493,0.10971786833855798,0.07570977917981073,0.02,0.09523809523809523,0.14646464646464646,0.05789473684210526,0.08482142857142856,0.10294117647058823,0.08333333333333333,0.14545454545454545,0.058823529411764705,0.0
68,CENG_S0143720814003842,0.10086157380815623,0.08113354037267079,0.021030494216614088,0.0496551724137931,0.07615230460921843,0.09037328094302553,0.051601423487544484,0.029339853300733493,0.05329153605015673,0.05362776025236593,0.01,0.015037593984962405,0.030303030303030304,0.042105263157894736,0.02232142857142857,0.014705882352941176,0.08333333333333333,0.01818181818181818,0.058823529411764705,0.0
69,CENG_S0143720817316856,0.021079839172889147,0.023291925465838505,0.004206098843322818,0.015172413793103448,0.028056112224448895,0.03732809430255403,0.07829181494661921,0.008149959250203748,0.08150470219435738,0.015772870662460567,0.008333333333333333,0.005012531328320802,0.010101010101010102,0.015789473684210527,0.013392857142857142,0.0,0.027777777777777776,0.03636363636363636,0.0,0.0
70,CENG_S0926860X16304203,0.1456634118322803,0.1498447204968944,0.06729758149316509,0.08413793103448275,0.2004008016032064,0.12573673870333987,0.08007117437722419,0.04563977180114099,0.12225705329153605,0.08832807570977919,0.021666666666666667,0.03508771929824561,0.06565656565656566,0.06315789473684211,0.02232142857142857,0.014705882352941176,0.09722222222222221,0.10909090909090909,0.14705882352941177,0.18181818181818182
